"id","toa","threshold","infectiousness","susceptibility","school","cohort","sch_type"
"104.104_104415",NA,NA,NA,NA,NA,NA,NA
"104.104_104416",NA,NA,NA,NA,NA,NA,NA
"104.104_104417",NA,NA,NA,NA,NA,NA,NA
"104.104_104420",NA,NA,NA,NA,NA,NA,NA
"104.104_104421",NA,NA,NA,NA,NA,NA,NA
"104.104_104422",NA,NA,NA,NA,NA,NA,NA
"104.104_104424",1,0,0.032258064516129,0,NA,NA,NA
"104.104_104425",NA,NA,NA,NA,NA,NA,NA
"104.104_104428",NA,NA,NA,NA,NA,NA,NA
"104.104_104430",NA,NA,NA,NA,NA,NA,NA
"104.104_104432",NA,NA,NA,NA,NA,NA,NA
"104.104_104433",NA,NA,NA,NA,NA,NA,NA
"104.104_104436",5,0,0,0,NA,NA,NA
"104.104_104437",1,0,0,0,NA,NA,NA
"104.104_104442",2,0,0,0,NA,NA,NA
"104.104_104443",2,0,0,0,NA,NA,NA
"104.104_104444",NA,NA,NA,NA,NA,NA,NA
"104.104_104445",NA,NA,NA,NA,NA,NA,NA
"104.104_104446",NA,NA,NA,NA,NA,NA,NA
"104.104_104448",4,0,0,0,NA,NA,NA
"104.104_104449",NA,NA,NA,NA,NA,NA,NA
"104.104_104451",NA,NA,NA,NA,NA,NA,NA
"104.104_104453",NA,NA,NA,NA,NA,NA,NA
"104.104_104455",5,0,0,0,NA,NA,NA
"104.104_104457",NA,NA,NA,NA,NA,NA,NA
"104.104_104458",7,0.666666666666667,0,0,NA,NA,NA
"104.104_104460",NA,NA,NA,NA,NA,NA,NA
"104.104_104461",NA,NA,NA,NA,NA,NA,NA
"104.104_104462",5,0,0,0,NA,NA,NA
"104.104_104463",NA,NA,NA,NA,NA,NA,NA
"104.104_104465",NA,NA,NA,NA,NA,NA,NA
"104.104_104468",NA,NA,NA,NA,NA,NA,NA
"104.104_104471",NA,NA,NA,NA,NA,NA,NA
"104.104_104474",NA,NA,NA,NA,NA,NA,NA
"104.104_104475",5,0.5,0,0.0045045045045045,NA,NA,NA
"104.104_104476",NA,NA,NA,NA,NA,NA,NA
"104.104_104477",NA,NA,NA,NA,NA,NA,NA
"104.104_104478",NA,NA,NA,NA,NA,NA,NA
"104.104_104479",NA,NA,NA,NA,NA,NA,NA
"104.104_104480",5,0.4,0,0,NA,NA,NA
"104.104_104481",NA,NA,NA,NA,NA,NA,NA
"104.104_104485",1,0,0,0,NA,NA,NA
"104.104_104486",NA,NA,NA,NA,NA,NA,NA
"104.104_104487",1,0,0,0,NA,NA,NA
"104.104_104489",NA,NA,NA,NA,NA,NA,NA
"104.104_104490",NA,NA,NA,NA,NA,NA,NA
"104.104_104493",NA,NA,NA,NA,NA,NA,NA
"104.104_104497",7,0,0,0,NA,NA,NA
"104.104_104501",NA,NA,NA,NA,NA,NA,NA
"104.104_104502",NA,NA,NA,NA,NA,NA,NA
"104.104_104504",NA,NA,NA,NA,NA,NA,NA
"104.104_104508",NA,NA,NA,NA,NA,NA,NA
"104.104_104509",5,0,0.00806451612903225,0,NA,NA,NA
"104.104_104511",NA,NA,NA,NA,NA,NA,NA
"104.104_104512",NA,NA,NA,NA,NA,NA,NA
"104.104_104513",NA,NA,NA,NA,NA,NA,NA
"104.104_104514",NA,NA,NA,NA,NA,NA,NA
"104.104_104515",5,1,0.00268817204301075,0,NA,NA,NA
"104.104_104516",NA,NA,NA,NA,NA,NA,NA
"104.104_104517",NA,NA,NA,NA,NA,NA,NA
"104.104_104524",NA,NA,NA,NA,NA,NA,NA
"104.104_104527",5,1,0,0.009009009009009,NA,NA,NA
"104.104_104528",NA,NA,NA,NA,NA,NA,NA
"104.104_104529",NA,NA,NA,NA,NA,NA,NA
"104.104_104531",3,0,0,0,NA,NA,NA
"104.104_104532",NA,NA,NA,NA,NA,NA,NA
"104.104_104533",NA,NA,NA,NA,NA,NA,NA
"104.104_104534",NA,NA,NA,NA,NA,NA,NA
"104.104_104536",NA,NA,NA,NA,NA,NA,NA
"104.104_104537",NA,NA,NA,NA,NA,NA,NA
"104.104_104538",NA,NA,NA,NA,NA,NA,NA
"104.104_104539",NA,NA,NA,NA,NA,NA,NA
"104.104_104540",NA,NA,NA,NA,NA,NA,NA
"104.104_104545",6,0,0,0,NA,NA,NA
"104.104_104546",NA,NA,NA,NA,NA,NA,NA
"104.104_104548",NA,NA,NA,NA,NA,NA,NA
"104.104_104549",3,0,0,0,NA,NA,NA
"104.104_104551",5,0,0,0,NA,NA,NA
"104.104_104552",NA,NA,NA,NA,NA,NA,NA
"104.104_104553",NA,NA,NA,NA,NA,NA,NA
"104.104_104554",NA,NA,NA,NA,NA,NA,NA
"104.104_104556",NA,NA,NA,NA,NA,NA,NA
"104.104_104559",8,0,0,0,NA,NA,NA
"104.104_104562",NA,NA,NA,NA,NA,NA,NA
"104.104_104564",NA,NA,NA,NA,NA,NA,NA
"104.104_104565",4,0.333333333333333,0,0,NA,NA,NA
"104.104_104566",NA,NA,NA,NA,NA,NA,NA
"104.104_104569",NA,NA,NA,NA,NA,NA,NA
"104.104_104571",NA,NA,NA,NA,NA,NA,NA
"104.104_104572",5,0.2,0,0,NA,NA,NA
"104.104_104574",NA,NA,NA,NA,NA,NA,NA
"104.104_104575",NA,NA,NA,NA,NA,NA,NA
"104.104_104578",NA,NA,NA,NA,NA,NA,NA
"104.104_104579",4,0,0.00380228136882129,0,NA,NA,NA
"104.104_104580",NA,NA,NA,NA,NA,NA,NA
"104.104_104581",NA,NA,NA,NA,NA,NA,NA
"104.104_104582",NA,NA,NA,NA,NA,NA,NA
"104.104_104583",7,0.333333333333333,0,0.00268817204301075,NA,NA,NA
"104.104_104587",NA,NA,NA,NA,NA,NA,NA
"104.104_104588",NA,NA,NA,NA,NA,NA,NA
"104.104_104589",NA,NA,NA,NA,NA,NA,NA
"104.104_104591",NA,NA,NA,NA,NA,NA,NA
"104.104_104592",NA,NA,NA,NA,NA,NA,NA
"104.104_104594",5,0,0,0,NA,NA,NA
"104.104_104595",NA,NA,NA,NA,NA,NA,NA
"104.104_104596",NA,NA,NA,NA,NA,NA,NA
"104.104_104599",NA,NA,NA,NA,NA,NA,NA
"104.104_104601",NA,NA,NA,NA,NA,NA,NA
"104.104_104603",NA,NA,NA,NA,NA,NA,NA
"104.104_104604",NA,NA,NA,NA,NA,NA,NA
"104.104_104605",NA,NA,NA,NA,NA,NA,NA
"104.104_104606",NA,NA,NA,NA,NA,NA,NA
"104.104_104607",4,0,0,0,NA,NA,NA
"104.104_104608",NA,NA,NA,NA,NA,NA,NA
"104.104_104609",5,0.5,0,0,NA,NA,NA
"104.104_104610",5,0.571428571428571,0,0.0045045045045045,NA,NA,NA
"104.104_104611",NA,NA,NA,NA,NA,NA,NA
"104.104_104612",NA,NA,NA,NA,NA,NA,NA
"104.104_104613",NA,NA,NA,NA,NA,NA,NA
"104.104_104614",NA,NA,NA,NA,NA,NA,NA
"104.104_104615",6,0.5,0,0.000950570342205323,NA,NA,NA
"104.104_104617",NA,NA,NA,NA,NA,NA,NA
"104.104_104618",NA,NA,NA,NA,NA,NA,NA
"104.104_104627",NA,NA,NA,NA,NA,NA,NA
"104.104_104628",NA,NA,NA,NA,NA,NA,NA
"104.104_104630",3,0,0,0,NA,NA,NA
"104.104_104634",8,0.333333333333333,0,0,NA,NA,NA
"104.104_104641",NA,NA,NA,NA,NA,NA,NA
"104.104_104657",NA,NA,NA,NA,NA,NA,NA
"104.104_104660",NA,NA,NA,NA,NA,NA,NA
"104.104_104661",NA,NA,NA,NA,NA,NA,NA
"104.104_104662",NA,NA,NA,NA,NA,NA,NA
"104.104_104664",NA,NA,NA,NA,NA,NA,NA
"104.104_104666",7,0,0,0,NA,NA,NA
"104.104_104667",NA,NA,NA,NA,NA,NA,NA
"104.104_104668",NA,NA,NA,NA,NA,NA,NA
"104.104_104669",NA,NA,NA,NA,NA,NA,NA
"104.104_104670",7,0,0,0,NA,NA,NA
"105.105_105003",NA,NA,NA,NA,NA,NA,NA
"105.105_105008",NA,NA,NA,NA,NA,NA,NA
"105.105_105013",NA,NA,NA,NA,NA,NA,NA
"105.105_105017",NA,NA,NA,NA,NA,NA,NA
"105.105_105018",NA,NA,NA,NA,NA,NA,NA
"105.105_105019",NA,NA,NA,NA,NA,NA,NA
"105.105_105022",NA,NA,NA,NA,NA,NA,NA
"105.105_105024",NA,NA,NA,NA,NA,NA,NA
"105.105_105025",NA,NA,NA,NA,NA,NA,NA
"105.105_105027",NA,NA,NA,NA,NA,NA,NA
"105.105_105030",NA,NA,NA,NA,NA,NA,NA
"105.105_105031",NA,NA,NA,NA,NA,NA,NA
"105.105_105032",NA,NA,NA,NA,NA,NA,NA
"105.105_105038",5,0,0,0,NA,NA,NA
"105.105_105039",NA,NA,NA,NA,NA,NA,NA
"105.105_105041",NA,NA,NA,NA,NA,NA,NA
"105.105_105042",NA,NA,NA,NA,NA,NA,NA
"105.105_105043",NA,NA,NA,NA,NA,NA,NA
"105.105_105045",3,0.2,0.009009009009009,0,NA,NA,NA
"105.105_105046",NA,NA,NA,NA,NA,NA,NA
"105.105_105047",NA,NA,NA,NA,NA,NA,NA
"105.105_105049",NA,NA,NA,NA,NA,NA,NA
"105.105_105052",NA,NA,NA,NA,NA,NA,NA
"105.105_105055",NA,NA,NA,NA,NA,NA,NA
"105.105_105062",NA,NA,NA,NA,NA,NA,NA
"105.105_105063",NA,NA,NA,NA,NA,NA,NA
"105.105_105066",NA,NA,NA,NA,NA,NA,NA
"105.105_105067",NA,NA,NA,NA,NA,NA,NA
"105.105_105074",NA,NA,NA,NA,NA,NA,NA
"105.105_105075",NA,NA,NA,NA,NA,NA,NA
"105.105_105076",NA,NA,NA,NA,NA,NA,NA
"105.105_105077",NA,NA,NA,NA,NA,NA,NA
"105.105_105081",5,0,0,0,NA,NA,NA
"105.105_105082",NA,NA,NA,NA,NA,NA,NA
"105.105_105083",6,0,0,0,NA,NA,NA
"105.105_105089",7,0,0,0,NA,NA,NA
"105.105_105094",NA,NA,NA,NA,NA,NA,NA
"105.105_105095",NA,NA,NA,NA,NA,NA,NA
"105.105_105096",NA,NA,NA,NA,NA,NA,NA
"105.105_105099",NA,NA,NA,NA,NA,NA,NA
"105.105_105101",1,0,0,0,NA,NA,NA
"105.105_105102",NA,NA,NA,NA,NA,NA,NA
"105.105_105105",NA,NA,NA,NA,NA,NA,NA
"105.105_105107",NA,NA,NA,NA,NA,NA,NA
"105.105_105108",NA,NA,NA,NA,NA,NA,NA
"105.105_105111",NA,NA,NA,NA,NA,NA,NA
"105.105_105113",NA,NA,NA,NA,NA,NA,NA
"105.105_105118",5,0.25,0,0,NA,NA,NA
"105.105_105119",NA,NA,NA,NA,NA,NA,NA
"105.105_105123",NA,NA,NA,NA,NA,NA,NA
"105.105_105124",NA,NA,NA,NA,NA,NA,NA
"105.105_105126",NA,NA,NA,NA,NA,NA,NA
"105.105_105129",NA,NA,NA,NA,NA,NA,NA
"105.105_105130",NA,NA,NA,NA,NA,NA,NA
"105.105_105133",NA,NA,NA,NA,NA,NA,NA
"105.105_105136",1,0,0,0,NA,NA,NA
"105.105_105137",3,0.25,0.009009009009009,0,NA,NA,NA
"105.105_105138",NA,NA,NA,NA,NA,NA,NA
"105.105_105142",NA,NA,NA,NA,NA,NA,NA
"105.105_105146",5,0,0,0,NA,NA,NA
"105.105_105148",2,0,0,0,NA,NA,NA
"105.105_105149",2,0,0,0,NA,NA,NA
"105.105_105150",NA,NA,NA,NA,NA,NA,NA
"105.105_105152",1,0,0,0,NA,NA,NA
"105.105_105159",NA,NA,NA,NA,NA,NA,NA
"105.105_105160",NA,NA,NA,NA,NA,NA,NA
"105.105_105162",4,0.4,0,0.00279329608938547,NA,NA,NA
"105.105_105164",4,0.75,0,0.0037243947858473,NA,NA,NA
"105.105_105167",1,0,0,0,NA,NA,NA
"105.105_105168",NA,NA,NA,NA,NA,NA,NA
"105.105_105169",NA,NA,NA,NA,NA,NA,NA
"105.105_105170",NA,NA,NA,NA,NA,NA,NA
"105.105_105175",NA,NA,NA,NA,NA,NA,NA
"105.105_105177",NA,NA,NA,NA,NA,NA,NA
"105.105_105182",NA,NA,NA,NA,NA,NA,NA
"105.105_105184",NA,NA,NA,NA,NA,NA,NA
"105.105_105188",NA,NA,NA,NA,NA,NA,NA
"105.105_105191",5,1,0,0,NA,NA,NA
"105.105_105192",NA,NA,NA,NA,NA,NA,NA
"105.105_105193",6,0,0,0,NA,NA,NA
"105.105_105196",6,0,0,0,NA,NA,NA
"105.105_105198",5,0,0,0,NA,NA,NA
"105.105_105199",NA,NA,NA,NA,NA,NA,NA
"105.105_105200",NA,NA,NA,NA,NA,NA,NA
"105.105_105201",NA,NA,NA,NA,NA,NA,NA
"105.105_105204",NA,NA,NA,NA,NA,NA,NA
"105.105_105205",5,0.5,0,0,NA,NA,NA
"105.105_105206",NA,NA,NA,NA,NA,NA,NA
"105.105_105207",NA,NA,NA,NA,NA,NA,NA
"105.105_105208",NA,NA,NA,NA,NA,NA,NA
"105.105_105211",NA,NA,NA,NA,NA,NA,NA
"105.105_105214",NA,NA,NA,NA,NA,NA,NA
"105.105_105216",NA,NA,NA,NA,NA,NA,NA
"105.105_105218",NA,NA,NA,NA,NA,NA,NA
"105.105_105219",NA,NA,NA,NA,NA,NA,NA
"105.105_105220",NA,NA,NA,NA,NA,NA,NA
"105.105_105221",NA,NA,NA,NA,NA,NA,NA
"105.105_105224",NA,NA,NA,NA,NA,NA,NA
"105.105_105226",NA,NA,NA,NA,NA,NA,NA
"105.105_105229",NA,NA,NA,NA,NA,NA,NA
"105.105_105231",5,0,0,0,NA,NA,NA
"105.105_105233",NA,NA,NA,NA,NA,NA,NA
"105.105_105234",NA,NA,NA,NA,NA,NA,NA
"105.105_105237",NA,NA,NA,NA,NA,NA,NA
"105.105_105239",NA,NA,NA,NA,NA,NA,NA
"105.105_105240",NA,NA,NA,NA,NA,NA,NA
"105.105_105243",NA,NA,NA,NA,NA,NA,NA
"105.105_105248",NA,NA,NA,NA,NA,NA,NA
"105.105_105250",NA,NA,NA,NA,NA,NA,NA
"105.105_105252",NA,NA,NA,NA,NA,NA,NA
"105.105_105253",NA,NA,NA,NA,NA,NA,NA
"105.105_105254",NA,NA,NA,NA,NA,NA,NA
"105.105_105264",NA,NA,NA,NA,NA,NA,NA
"105.105_105266",NA,NA,NA,NA,NA,NA,NA
"105.105_105269",NA,NA,NA,NA,NA,NA,NA
"105.105_105272",NA,NA,NA,NA,NA,NA,NA
"105.105_105274",NA,NA,NA,NA,NA,NA,NA
"105.105_105275",NA,NA,NA,NA,NA,NA,NA
"105.105_105276",NA,NA,NA,NA,NA,NA,NA
"105.105_105279",NA,NA,NA,NA,NA,NA,NA
"105.105_105281",NA,NA,NA,NA,NA,NA,NA
"105.105_105283",NA,NA,NA,NA,NA,NA,NA
"105.105_105284",NA,NA,NA,NA,NA,NA,NA
"105.105_105288",NA,NA,NA,NA,NA,NA,NA
"105.105_105289",NA,NA,NA,NA,NA,NA,NA
"105.105_105291",NA,NA,NA,NA,NA,NA,NA
"105.105_105295",NA,NA,NA,NA,NA,NA,NA
"105.105_105297",NA,NA,NA,NA,NA,NA,NA
"105.105_105299",NA,NA,NA,NA,NA,NA,NA
"105.105_105300",NA,NA,NA,NA,NA,NA,NA
"105.105_105303",NA,NA,NA,NA,NA,NA,NA
"105.105_105304",NA,NA,NA,NA,NA,NA,NA
"105.105_105306",NA,NA,NA,NA,NA,NA,NA
"105.105_105307",NA,NA,NA,NA,NA,NA,NA
"105.105_105309",NA,NA,NA,NA,NA,NA,NA
"105.105_105312",7,0,0,0,NA,NA,NA
"105.105_105313",4,0,0,0,NA,NA,NA
"105.105_105314",1,0.333333333333333,0,0,NA,NA,NA
"105.105_105315",NA,NA,NA,NA,NA,NA,NA
"105.105_105316",NA,NA,NA,NA,NA,NA,NA
"105.105_105318",NA,NA,NA,NA,NA,NA,NA
"105.105_105320",NA,NA,NA,NA,NA,NA,NA
"105.105_105321",NA,NA,NA,NA,NA,NA,NA
"105.105_105322",NA,NA,NA,NA,NA,NA,NA
"105.105_105326",NA,NA,NA,NA,NA,NA,NA
"105.105_105329",NA,NA,NA,NA,NA,NA,NA
"105.105_105330",NA,NA,NA,NA,NA,NA,NA
"105.105_105335",5,0.2,0,0,NA,NA,NA
"105.105_105339",7,0,0,0,NA,NA,NA
"105.105_105341",NA,NA,NA,NA,NA,NA,NA
"105.105_105344",NA,NA,NA,NA,NA,NA,NA
"105.105_105348",NA,NA,NA,NA,NA,NA,NA
"105.105_105350",NA,NA,NA,NA,NA,NA,NA
"105.105_105352",NA,NA,NA,NA,NA,NA,NA
"105.105_105353",NA,NA,NA,NA,NA,NA,NA
"105.105_105359",7,0.5,0,0,NA,NA,NA
"105.105_105361",NA,NA,NA,NA,NA,NA,NA
"105.105_105362",NA,NA,NA,NA,NA,NA,NA
"105.105_105363",5,0,0,0,NA,NA,NA
"105.105_105367",NA,NA,NA,NA,NA,NA,NA
"105.105_105368",NA,NA,NA,NA,NA,NA,NA
"105.105_105369",NA,NA,NA,NA,NA,NA,NA
"105.105_105370",NA,NA,NA,NA,NA,NA,NA
"105.105_105371",NA,NA,NA,NA,NA,NA,NA
"105.105_105375",NA,NA,NA,NA,NA,NA,NA
"105.105_105380",NA,NA,NA,NA,NA,NA,NA
"105.105_105382",NA,NA,NA,NA,NA,NA,NA
"105.105_105383",NA,NA,NA,NA,NA,NA,NA
"105.105_105385",NA,NA,NA,NA,NA,NA,NA
"105.105_105386",NA,NA,NA,NA,NA,NA,NA
"105.105_105387",NA,NA,NA,NA,NA,NA,NA
"105.105_105388",6,0,0,0,NA,NA,NA
"105.105_105389",NA,NA,NA,NA,NA,NA,NA
"105.105_105390",NA,NA,NA,NA,NA,NA,NA
"105.105_105391",NA,NA,NA,NA,NA,NA,NA
"105.105_105393",NA,NA,NA,NA,NA,NA,NA
"105.105_105394",NA,NA,NA,NA,NA,NA,NA
"105.105_105396",NA,NA,NA,NA,NA,NA,NA
"105.105_105398",7,0,0,0,NA,NA,NA
"105.105_105399",NA,NA,NA,NA,NA,NA,NA
"105.105_105401",6,0,0,0,NA,NA,NA
"105.105_105402",NA,NA,NA,NA,NA,NA,NA
"105.105_105403",8,0.5,0,0,NA,NA,NA
"105.105_105405",NA,NA,NA,NA,NA,NA,NA
"105.105_105407",NA,NA,NA,NA,NA,NA,NA
"105.105_105408",NA,NA,NA,NA,NA,NA,NA
"105.105_105410",NA,NA,NA,NA,NA,NA,NA
"105.105_105412",1,1,0,0,NA,NA,NA
"105.105_105413",NA,NA,NA,NA,NA,NA,NA
"105.105_105420",7,0,0,0,NA,NA,NA
"105.105_105422",NA,NA,NA,NA,NA,NA,NA
"105.105_105424",NA,NA,NA,NA,NA,NA,NA
"105.105_105425",5,0,0,0,NA,NA,NA
"105.105_105426",1,0,0,0,NA,NA,NA
"105.105_105430",NA,NA,NA,NA,NA,NA,NA
"105.105_105431",NA,NA,NA,NA,NA,NA,NA
"105.105_105437",NA,NA,NA,NA,NA,NA,NA
"105.105_105438",NA,NA,NA,NA,NA,NA,NA
"105.105_105442",NA,NA,NA,NA,NA,NA,NA
"105.105_105447",NA,NA,NA,NA,NA,NA,NA
"105.105_105448",NA,NA,NA,NA,NA,NA,NA
"105.105_105449",NA,NA,NA,NA,NA,NA,NA
"105.105_105451",3,0,0,0,NA,NA,NA
"105.105_105454",NA,NA,NA,NA,NA,NA,NA
"105.105_105463",NA,NA,NA,NA,NA,NA,NA
"106.106_106004",NA,NA,NA,NA,NA,NA,NA
"106.106_106005",NA,NA,NA,NA,NA,NA,NA
"106.106_106007",NA,NA,NA,NA,NA,NA,NA
"106.106_106011",NA,NA,NA,NA,NA,NA,NA
"106.106_106015",3,0,0,0,NA,NA,NA
"106.106_106018",NA,NA,NA,NA,NA,NA,NA
"106.106_106020",NA,NA,NA,NA,NA,NA,NA
"106.106_106021",5,0,0,0,NA,NA,NA
"106.106_106028",NA,NA,NA,NA,NA,NA,NA
"106.106_106029",5,0,0,0,NA,NA,NA
"106.106_106030",NA,NA,NA,NA,NA,NA,NA
"106.106_106032",NA,NA,NA,NA,NA,NA,NA
"106.106_106033",NA,NA,NA,NA,NA,NA,NA
"106.106_106035",NA,NA,NA,NA,NA,NA,NA
"106.106_106036",NA,NA,NA,NA,NA,NA,NA
"106.106_106038",NA,NA,NA,NA,NA,NA,NA
"106.106_106046",5,0,0,0,NA,NA,NA
"106.106_106047",NA,NA,NA,NA,NA,NA,NA
"106.106_106050",NA,NA,NA,NA,NA,NA,NA
"106.106_106055",NA,NA,NA,NA,NA,NA,NA
"106.106_106059",NA,NA,NA,NA,NA,NA,NA
"106.106_106062",NA,NA,NA,NA,NA,NA,NA
"106.106_106063",NA,NA,NA,NA,NA,NA,NA
"106.106_106064",NA,NA,NA,NA,NA,NA,NA
"106.106_106066",NA,NA,NA,NA,NA,NA,NA
"106.106_106069",NA,NA,NA,NA,NA,NA,NA
"106.106_106070",NA,NA,NA,NA,NA,NA,NA
"106.106_106072",NA,NA,NA,NA,NA,NA,NA
"106.106_106073",3,0,0,0,NA,NA,NA
"106.106_106074",NA,NA,NA,NA,NA,NA,NA
"106.106_106076",5,0,0,0,NA,NA,NA
"106.106_106083",NA,NA,NA,NA,NA,NA,NA
"106.106_106086",NA,NA,NA,NA,NA,NA,NA
"106.106_106088",NA,NA,NA,NA,NA,NA,NA
"106.106_106093",4,0,0,0,NA,NA,NA
"106.106_106094",NA,NA,NA,NA,NA,NA,NA
"106.106_106095",NA,NA,NA,NA,NA,NA,NA
"106.106_106097",NA,NA,NA,NA,NA,NA,NA
"106.106_106102",NA,NA,NA,NA,NA,NA,NA
"106.106_106105",NA,NA,NA,NA,NA,NA,NA
"106.106_106107",NA,NA,NA,NA,NA,NA,NA
"106.106_106108",8,0.5,0,0,NA,NA,NA
"106.106_106110",NA,NA,NA,NA,NA,NA,NA
"106.106_106111",NA,NA,NA,NA,NA,NA,NA
"106.106_106115",NA,NA,NA,NA,NA,NA,NA
"106.106_106118",3,0,0,0,NA,NA,NA
"106.106_106121",5,0,0,0,NA,NA,NA
"106.106_106123",3,0,0,0,NA,NA,NA
"106.106_106124",NA,NA,NA,NA,NA,NA,NA
"106.106_106128",6,0,0,0,NA,NA,NA
"106.106_106129",NA,NA,NA,NA,NA,NA,NA
"106.106_106130",3,0,0.009009009009009,0,NA,NA,NA
"106.106_106133",NA,NA,NA,NA,NA,NA,NA
"106.106_106134",NA,NA,NA,NA,NA,NA,NA
"106.106_106135",NA,NA,NA,NA,NA,NA,NA
"106.106_106136",NA,NA,NA,NA,NA,NA,NA
"106.106_106139",NA,NA,NA,NA,NA,NA,NA
"106.106_106140",3,0,0,0,NA,NA,NA
"106.106_106142",NA,NA,NA,NA,NA,NA,NA
"106.106_106144",NA,NA,NA,NA,NA,NA,NA
"106.106_106145",NA,NA,NA,NA,NA,NA,NA
"106.106_106148",3,0,0,0,NA,NA,NA
"106.106_106156",NA,NA,NA,NA,NA,NA,NA
"106.106_106157",3,0,0,0,NA,NA,NA
"106.106_106158",NA,NA,NA,NA,NA,NA,NA
"106.106_106160",NA,NA,NA,NA,NA,NA,NA
"106.106_106165",5,0.333333333333333,0,0,NA,NA,NA
"106.106_106168",NA,NA,NA,NA,NA,NA,NA
"106.106_106171",NA,NA,NA,NA,NA,NA,NA
"106.106_106175",NA,NA,NA,NA,NA,NA,NA
"106.106_106176",NA,NA,NA,NA,NA,NA,NA
"106.106_106178",NA,NA,NA,NA,NA,NA,NA
"106.106_106180",7,0,0,0,NA,NA,NA
"106.106_106181",NA,NA,NA,NA,NA,NA,NA
"106.106_106184",NA,NA,NA,NA,NA,NA,NA
"106.106_106185",NA,NA,NA,NA,NA,NA,NA
"106.106_106187",NA,NA,NA,NA,NA,NA,NA
"106.106_106197",NA,NA,NA,NA,NA,NA,NA
"106.106_106205",NA,NA,NA,NA,NA,NA,NA
"106.106_106206",NA,NA,NA,NA,NA,NA,NA
"106.106_106209",NA,NA,NA,NA,NA,NA,NA
"106.106_106211",NA,NA,NA,NA,NA,NA,NA
"106.106_106217",NA,NA,NA,NA,NA,NA,NA
"106.106_106218",3,0,0,0,NA,NA,NA
"106.106_106220",NA,NA,NA,NA,NA,NA,NA
"106.106_106221",NA,NA,NA,NA,NA,NA,NA
"106.106_106222",NA,NA,NA,NA,NA,NA,NA
"106.106_106223",6,0,0,0,NA,NA,NA
"106.106_106224",NA,NA,NA,NA,NA,NA,NA
"106.106_106227",NA,NA,NA,NA,NA,NA,NA
"106.106_106231",NA,NA,NA,NA,NA,NA,NA
"106.106_106233",4,0.4,0,0.00279329608938547,NA,NA,NA
"106.106_106234",NA,NA,NA,NA,NA,NA,NA
"106.106_106236",NA,NA,NA,NA,NA,NA,NA
"106.106_106237",NA,NA,NA,NA,NA,NA,NA
"106.106_106238",NA,NA,NA,NA,NA,NA,NA
"106.106_106241",NA,NA,NA,NA,NA,NA,NA
"106.106_106243",NA,NA,NA,NA,NA,NA,NA
"106.106_106248",NA,NA,NA,NA,NA,NA,NA
"106.106_106250",NA,NA,NA,NA,NA,NA,NA
"106.106_106253",NA,NA,NA,NA,NA,NA,NA
"106.106_106256",NA,NA,NA,NA,NA,NA,NA
"106.106_106257",3,0,0,0,NA,NA,NA
"106.106_106259",NA,NA,NA,NA,NA,NA,NA
"106.106_106262",NA,NA,NA,NA,NA,NA,NA
"106.106_106263",6,1,0,0,NA,NA,NA
"106.106_106266",NA,NA,NA,NA,NA,NA,NA
"106.106_106268",NA,NA,NA,NA,NA,NA,NA
"106.106_106277",5,0,0,0,NA,NA,NA
"106.106_106278",NA,NA,NA,NA,NA,NA,NA
"106.106_106279",NA,NA,NA,NA,NA,NA,NA
"106.106_106282",5,0,0,0,NA,NA,NA
"106.106_106283",NA,NA,NA,NA,NA,NA,NA
"106.106_106284",NA,NA,NA,NA,NA,NA,NA
"106.106_106285",3,0,0,0,NA,NA,NA
"106.106_106288",NA,NA,NA,NA,NA,NA,NA
"106.106_106298",NA,NA,NA,NA,NA,NA,NA
"106.106_106301",NA,NA,NA,NA,NA,NA,NA
"106.106_106302",NA,NA,NA,NA,NA,NA,NA
"106.106_106303",NA,NA,NA,NA,NA,NA,NA
"106.106_106305",NA,NA,NA,NA,NA,NA,NA
"106.106_106306",4,0,0,0,NA,NA,NA
"106.106_106307",NA,NA,NA,NA,NA,NA,NA
"106.106_106308",NA,NA,NA,NA,NA,NA,NA
"106.106_106310",NA,NA,NA,NA,NA,NA,NA
"106.106_106311",4,0,0,0,NA,NA,NA
"106.106_106312",NA,NA,NA,NA,NA,NA,NA
"106.106_106314",NA,NA,NA,NA,NA,NA,NA
"106.106_106316",NA,NA,NA,NA,NA,NA,NA
"106.106_106320",5,0,0,0,NA,NA,NA
"106.106_106321",NA,NA,NA,NA,NA,NA,NA
"106.106_106322",NA,NA,NA,NA,NA,NA,NA
"106.106_106323",NA,NA,NA,NA,NA,NA,NA
"106.106_106328",NA,NA,NA,NA,NA,NA,NA
"106.106_106329",NA,NA,NA,NA,NA,NA,NA
"106.106_106333",3,0,0,0,NA,NA,NA
"106.106_106334",NA,NA,NA,NA,NA,NA,NA
"106.106_106336",NA,NA,NA,NA,NA,NA,NA
"106.106_106337",NA,NA,NA,NA,NA,NA,NA
"106.106_106339",NA,NA,NA,NA,NA,NA,NA
"106.106_106341",NA,NA,NA,NA,NA,NA,NA
"106.106_106342",NA,NA,NA,NA,NA,NA,NA
"106.106_106343",NA,NA,NA,NA,NA,NA,NA
"106.106_106344",3,0.25,0,0,NA,NA,NA
"106.106_106345",NA,NA,NA,NA,NA,NA,NA
"106.106_106346",NA,NA,NA,NA,NA,NA,NA
