"id","toa","threshold","infectiousness","susceptibility","school","cohort","sch_type"
"102.102_102473",NA,NA,NA,NA,NA,NA,NA
"102.102_102474",NA,NA,NA,NA,NA,NA,NA
"102.102_102478",NA,NA,NA,NA,NA,NA,NA
"102.102_102481",3,0,0,0,NA,NA,NA
"102.102_102482",NA,NA,NA,NA,NA,NA,NA
"102.102_102489",NA,NA,NA,NA,NA,NA,NA
"102.102_102491",NA,NA,NA,NA,NA,NA,NA
"102.102_102496",4,0,0,0,NA,NA,NA
"102.102_102499",NA,NA,NA,NA,NA,NA,NA
"102.102_102503",1,0,0,0,NA,NA,NA
"102.102_102505",NA,NA,NA,NA,NA,NA,NA
"102.102_102513",NA,NA,NA,NA,NA,NA,NA
"102.102_102515",NA,NA,NA,NA,NA,NA,NA
"102.102_102518",NA,NA,NA,NA,NA,NA,NA
"102.102_102521",7,0,0,0,NA,NA,NA
"102.102_102522",5,0,0,0,NA,NA,NA
"102.102_102523",NA,NA,NA,NA,NA,NA,NA
"102.102_102524",NA,NA,NA,NA,NA,NA,NA
"102.102_102525",NA,NA,NA,NA,NA,NA,NA
"102.102_102530",NA,NA,NA,NA,NA,NA,NA
"102.102_102531",3,0,0,0,NA,NA,NA
"102.102_102533",NA,NA,NA,NA,NA,NA,NA
"102.102_102534",NA,NA,NA,NA,NA,NA,NA
"102.102_102537",NA,NA,NA,NA,NA,NA,NA
"102.102_102542",NA,NA,NA,NA,NA,NA,NA
"102.102_102543",NA,NA,NA,NA,NA,NA,NA
"102.102_102545",NA,NA,NA,NA,NA,NA,NA
"102.102_102546",5,0,0,0,NA,NA,NA
"102.102_102547",NA,NA,NA,NA,NA,NA,NA
"102.102_102548",NA,NA,NA,NA,NA,NA,NA
"102.102_102555",NA,NA,NA,NA,NA,NA,NA
"102.102_102563",NA,NA,NA,NA,NA,NA,NA
"102.102_102564",4,0,0,0,NA,NA,NA
"102.102_102569",NA,NA,NA,NA,NA,NA,NA
"102.102_102570",NA,NA,NA,NA,NA,NA,NA
"102.102_102571",NA,NA,NA,NA,NA,NA,NA
"102.102_102575",NA,NA,NA,NA,NA,NA,NA
"102.102_102580",NA,NA,NA,NA,NA,NA,NA
"102.102_102583",NA,NA,NA,NA,NA,NA,NA
"102.102_102589",NA,NA,NA,NA,NA,NA,NA
"102.102_102590",NA,NA,NA,NA,NA,NA,NA
"102.102_102607",NA,NA,NA,NA,NA,NA,NA
"102.102_102617",NA,NA,NA,NA,NA,NA,NA
"102.102_102621",5,0,0,0,NA,NA,NA
"103.103_103002",NA,NA,NA,NA,NA,NA,NA
"103.103_103011",NA,NA,NA,NA,NA,NA,NA
"103.103_103012",NA,NA,NA,NA,NA,NA,NA
"103.103_103015",NA,NA,NA,NA,NA,NA,NA
"103.103_103018",NA,NA,NA,NA,NA,NA,NA
"103.103_103020",NA,NA,NA,NA,NA,NA,NA
"103.103_103023",NA,NA,NA,NA,NA,NA,NA
"103.103_103033",NA,NA,NA,NA,NA,NA,NA
"103.103_103041",NA,NA,NA,NA,NA,NA,NA
"103.103_103042",NA,NA,NA,NA,NA,NA,NA
"103.103_103043",NA,NA,NA,NA,NA,NA,NA
"103.103_103047",NA,NA,NA,NA,NA,NA,NA
"103.103_103054",NA,NA,NA,NA,NA,NA,NA
"103.103_103058",NA,NA,NA,NA,NA,NA,NA
"103.103_103063",NA,NA,NA,NA,NA,NA,NA
"103.103_103070",NA,NA,NA,NA,NA,NA,NA
"103.103_103071",5,0,0,0,NA,NA,NA
"103.103_103076",NA,NA,NA,NA,NA,NA,NA
"103.103_103077",NA,NA,NA,NA,NA,NA,NA
"103.103_103087",NA,NA,NA,NA,NA,NA,NA
"103.103_103088",NA,NA,NA,NA,NA,NA,NA
"103.103_103094",NA,NA,NA,NA,NA,NA,NA
"103.103_103103",8,0,0,0,NA,NA,NA
"103.103_103104",NA,NA,NA,NA,NA,NA,NA
"103.103_103105",NA,NA,NA,NA,NA,NA,NA
"103.103_103107",NA,NA,NA,NA,NA,NA,NA
"103.103_103113",NA,NA,NA,NA,NA,NA,NA
"103.103_103127",6,0,0,0,NA,NA,NA
"103.103_103131",NA,NA,NA,NA,NA,NA,NA
"103.103_103132",NA,NA,NA,NA,NA,NA,NA
"103.103_103135",NA,NA,NA,NA,NA,NA,NA
"103.103_103136",NA,NA,NA,NA,NA,NA,NA
"103.103_103147",8,0,0,0,NA,NA,NA
"103.103_103150",2,0,0,0,NA,NA,NA
"103.103_103151",NA,NA,NA,NA,NA,NA,NA
"103.103_103153",5,0,0,0,NA,NA,NA
"103.103_103154",1,0,0,0,NA,NA,NA
"103.103_103157",NA,NA,NA,NA,NA,NA,NA
"103.103_103164",NA,NA,NA,NA,NA,NA,NA
"103.103_103167",NA,NA,NA,NA,NA,NA,NA
"103.103_103169",NA,NA,NA,NA,NA,NA,NA
"103.103_103176",NA,NA,NA,NA,NA,NA,NA
"103.103_103180",NA,NA,NA,NA,NA,NA,NA
"103.103_103183",NA,NA,NA,NA,NA,NA,NA
"103.103_103185",NA,NA,NA,NA,NA,NA,NA
"103.103_103186",NA,NA,NA,NA,NA,NA,NA
"103.103_103187",NA,NA,NA,NA,NA,NA,NA
"103.103_103188",NA,NA,NA,NA,NA,NA,NA
"103.103_103190",NA,NA,NA,NA,NA,NA,NA
"103.103_103198",NA,NA,NA,NA,NA,NA,NA
"103.103_103200",NA,NA,NA,NA,NA,NA,NA
"103.103_103202",NA,NA,NA,NA,NA,NA,NA
"103.103_103206",NA,NA,NA,NA,NA,NA,NA
"103.103_103208",NA,NA,NA,NA,NA,NA,NA
"103.103_103210",NA,NA,NA,NA,NA,NA,NA
"103.103_103213",NA,NA,NA,NA,NA,NA,NA
"103.103_103215",NA,NA,NA,NA,NA,NA,NA
"103.103_103217",NA,NA,NA,NA,NA,NA,NA
"103.103_103218",NA,NA,NA,NA,NA,NA,NA
"103.103_103220",7,0,0,0,NA,NA,NA
"103.103_103221",NA,NA,NA,NA,NA,NA,NA
"103.103_103222",NA,NA,NA,NA,NA,NA,NA
"103.103_103223",NA,NA,NA,NA,NA,NA,NA
"103.103_103224",NA,NA,NA,NA,NA,NA,NA
"103.103_103226",NA,NA,NA,NA,NA,NA,NA
"103.103_103231",NA,NA,NA,NA,NA,NA,NA
"103.103_103233",8,0,0,0,NA,NA,NA
"103.103_103235",NA,NA,NA,NA,NA,NA,NA
"103.103_103236",NA,NA,NA,NA,NA,NA,NA
"103.103_103241",NA,NA,NA,NA,NA,NA,NA
"103.103_103246",NA,NA,NA,NA,NA,NA,NA
"103.103_103248",NA,NA,NA,NA,NA,NA,NA
"103.103_103250",NA,NA,NA,NA,NA,NA,NA
"103.103_103252",NA,NA,NA,NA,NA,NA,NA
"103.103_103254",NA,NA,NA,NA,NA,NA,NA
"103.103_103255",NA,NA,NA,NA,NA,NA,NA
"103.103_103256",NA,NA,NA,NA,NA,NA,NA
"103.103_103261",6,0,0,0,NA,NA,NA
"103.103_103262",NA,NA,NA,NA,NA,NA,NA
"103.103_103263",NA,NA,NA,NA,NA,NA,NA
"103.103_103269",NA,NA,NA,NA,NA,NA,NA
"103.103_103270",NA,NA,NA,NA,NA,NA,NA
"103.103_103272",NA,NA,NA,NA,NA,NA,NA
"103.103_103273",5,0,0,0,NA,NA,NA
"103.103_103277",NA,NA,NA,NA,NA,NA,NA
"103.103_103278",NA,NA,NA,NA,NA,NA,NA
"103.103_103279",NA,NA,NA,NA,NA,NA,NA
"103.103_103284",NA,NA,NA,NA,NA,NA,NA
"103.103_103286",2,0,0,0,NA,NA,NA
"103.103_103289",NA,NA,NA,NA,NA,NA,NA
"103.103_103292",NA,NA,NA,NA,NA,NA,NA
"103.103_103293",NA,NA,NA,NA,NA,NA,NA
"103.103_103294",NA,NA,NA,NA,NA,NA,NA
"103.103_103297",NA,NA,NA,NA,NA,NA,NA
"103.103_103298",NA,NA,NA,NA,NA,NA,NA
"103.103_103299",NA,NA,NA,NA,NA,NA,NA
"103.103_103301",5,0.2,0,0,NA,NA,NA
"103.103_103306",NA,NA,NA,NA,NA,NA,NA
"103.103_103307",NA,NA,NA,NA,NA,NA,NA
"103.103_103309",NA,NA,NA,NA,NA,NA,NA
"103.103_103312",NA,NA,NA,NA,NA,NA,NA
"103.103_103313",NA,NA,NA,NA,NA,NA,NA
"103.103_103315",NA,NA,NA,NA,NA,NA,NA
"103.103_103319",NA,NA,NA,NA,NA,NA,NA
"103.103_103323",NA,NA,NA,NA,NA,NA,NA
"103.103_103326",NA,NA,NA,NA,NA,NA,NA
"103.103_103327",NA,NA,NA,NA,NA,NA,NA
"103.103_103328",NA,NA,NA,NA,NA,NA,NA
"103.103_103334",NA,NA,NA,NA,NA,NA,NA
"103.103_103338",NA,NA,NA,NA,NA,NA,NA
"103.103_103343",5,0,0,0,NA,NA,NA
"103.103_103346",NA,NA,NA,NA,NA,NA,NA
"103.103_103348",NA,NA,NA,NA,NA,NA,NA
"103.103_103352",NA,NA,NA,NA,NA,NA,NA
"103.103_103353",NA,NA,NA,NA,NA,NA,NA
"103.103_103354",5,0,0,0,NA,NA,NA
"103.103_103359",NA,NA,NA,NA,NA,NA,NA
"103.103_103362",NA,NA,NA,NA,NA,NA,NA
"103.103_103363",NA,NA,NA,NA,NA,NA,NA
"103.103_103368",NA,NA,NA,NA,NA,NA,NA
"103.103_103369",NA,NA,NA,NA,NA,NA,NA
"103.103_103371",NA,NA,NA,NA,NA,NA,NA
"103.103_103372",1,0,0,0,NA,NA,NA
"103.103_103375",NA,NA,NA,NA,NA,NA,NA
"103.103_103376",NA,NA,NA,NA,NA,NA,NA
"103.103_103377",NA,NA,NA,NA,NA,NA,NA
"103.103_103379",NA,NA,NA,NA,NA,NA,NA
"103.103_103381",NA,NA,NA,NA,NA,NA,NA
"103.103_103384",NA,NA,NA,NA,NA,NA,NA
"103.103_103386",NA,NA,NA,NA,NA,NA,NA
"103.103_103387",NA,NA,NA,NA,NA,NA,NA
"103.103_103390",NA,NA,NA,NA,NA,NA,NA
"103.103_103392",NA,NA,NA,NA,NA,NA,NA
"103.103_103395",NA,NA,NA,NA,NA,NA,NA
"103.103_103398",NA,NA,NA,NA,NA,NA,NA
"103.103_103401",NA,NA,NA,NA,NA,NA,NA
"103.103_103402",NA,NA,NA,NA,NA,NA,NA
"103.103_103403",5,0,0,0,NA,NA,NA
"103.103_103405",NA,NA,NA,NA,NA,NA,NA
"103.103_103408",NA,NA,NA,NA,NA,NA,NA
"103.103_103410",NA,NA,NA,NA,NA,NA,NA
"103.103_103411",NA,NA,NA,NA,NA,NA,NA
"103.103_103413",NA,NA,NA,NA,NA,NA,NA
"103.103_103415",NA,NA,NA,NA,NA,NA,NA
"103.103_103418",1,0,0,0,NA,NA,NA
"103.103_103423",NA,NA,NA,NA,NA,NA,NA
"103.103_103424",NA,NA,NA,NA,NA,NA,NA
"103.103_103426",NA,NA,NA,NA,NA,NA,NA
"103.103_103428",NA,NA,NA,NA,NA,NA,NA
"103.103_103433",NA,NA,NA,NA,NA,NA,NA
"103.103_103435",8,0.5,0,0,NA,NA,NA
"103.103_103436",NA,NA,NA,NA,NA,NA,NA
"103.103_103439",4,0,0,0,NA,NA,NA
"103.103_103442",5,0,0,0,NA,NA,NA
"103.103_103445",NA,NA,NA,NA,NA,NA,NA
"103.103_103446",NA,NA,NA,NA,NA,NA,NA
"103.103_103448",NA,NA,NA,NA,NA,NA,NA
"103.103_103450",NA,NA,NA,NA,NA,NA,NA
"103.103_103451",4,0,0,0,NA,NA,NA
"103.103_103454",NA,NA,NA,NA,NA,NA,NA
"103.103_103457",5,0,0,0,NA,NA,NA
"103.103_103458",NA,NA,NA,NA,NA,NA,NA
"103.103_103459",NA,NA,NA,NA,NA,NA,NA
"103.103_103463",NA,NA,NA,NA,NA,NA,NA
"103.103_103465",NA,NA,NA,NA,NA,NA,NA
"103.103_103467",NA,NA,NA,NA,NA,NA,NA
"103.103_103468",NA,NA,NA,NA,NA,NA,NA
"103.103_103470",NA,NA,NA,NA,NA,NA,NA
"103.103_103471",NA,NA,NA,NA,NA,NA,NA
"103.103_103476",NA,NA,NA,NA,NA,NA,NA
"103.103_103479",NA,NA,NA,NA,NA,NA,NA
"103.103_103480",NA,NA,NA,NA,NA,NA,NA
"103.103_103483",NA,NA,NA,NA,NA,NA,NA
"103.103_103484",NA,NA,NA,NA,NA,NA,NA
"103.103_103485",NA,NA,NA,NA,NA,NA,NA
"103.103_103486",NA,NA,NA,NA,NA,NA,NA
"103.103_103494",NA,NA,NA,NA,NA,NA,NA
"103.103_103498",NA,NA,NA,NA,NA,NA,NA
"103.103_103500",NA,NA,NA,NA,NA,NA,NA
"103.103_103501",NA,NA,NA,NA,NA,NA,NA
"103.103_103503",NA,NA,NA,NA,NA,NA,NA
"103.103_103505",NA,NA,NA,NA,NA,NA,NA
"103.103_103506",1,0,0,0,NA,NA,NA
"103.103_103508",NA,NA,NA,NA,NA,NA,NA
"103.103_103510",NA,NA,NA,NA,NA,NA,NA
"103.103_103512",5,0,0,0,NA,NA,NA
"103.103_103515",NA,NA,NA,NA,NA,NA,NA
"103.103_103516",3,0,0,0,NA,NA,NA
"103.103_103520",NA,NA,NA,NA,NA,NA,NA
"103.103_103523",NA,NA,NA,NA,NA,NA,NA
"103.103_103524",NA,NA,NA,NA,NA,NA,NA
"103.103_103525",NA,NA,NA,NA,NA,NA,NA
"103.103_103526",NA,NA,NA,NA,NA,NA,NA
"103.103_103534",NA,NA,NA,NA,NA,NA,NA
"103.103_103536",NA,NA,NA,NA,NA,NA,NA
"103.103_103538",NA,NA,NA,NA,NA,NA,NA
"103.103_103541",NA,NA,NA,NA,NA,NA,NA
"103.103_103562",NA,NA,NA,NA,NA,NA,NA
"104.104_104003",NA,NA,NA,NA,NA,NA,NA
"104.104_104004",NA,NA,NA,NA,NA,NA,NA
"104.104_104005",NA,NA,NA,NA,NA,NA,NA
"104.104_104006",5,0,0,0,NA,NA,NA
"104.104_104007",NA,NA,NA,NA,NA,NA,NA
"104.104_104008",6,0,0,0,NA,NA,NA
"104.104_104009",NA,NA,NA,NA,NA,NA,NA
"104.104_104011",NA,NA,NA,NA,NA,NA,NA
"104.104_104012",NA,NA,NA,NA,NA,NA,NA
"104.104_104013",NA,NA,NA,NA,NA,NA,NA
"104.104_104016",NA,NA,NA,NA,NA,NA,NA
"104.104_104018",5,0,0,0,NA,NA,NA
"104.104_104019",NA,NA,NA,NA,NA,NA,NA
"104.104_104021",2,0,0,0,NA,NA,NA
"104.104_104022",NA,NA,NA,NA,NA,NA,NA
"104.104_104024",5,0,0,0,NA,NA,NA
"104.104_104025",NA,NA,NA,NA,NA,NA,NA
"104.104_104027",5,0.666666666666667,0,0.003003003003003,NA,NA,NA
"104.104_104028",NA,NA,NA,NA,NA,NA,NA
"104.104_104029",NA,NA,NA,NA,NA,NA,NA
"104.104_104030",NA,NA,NA,NA,NA,NA,NA
"104.104_104031",NA,NA,NA,NA,NA,NA,NA
"104.104_104033",NA,NA,NA,NA,NA,NA,NA
"104.104_104034",NA,NA,NA,NA,NA,NA,NA
"104.104_104036",NA,NA,NA,NA,NA,NA,NA
"104.104_104037",2,0,0,0,NA,NA,NA
"104.104_104039",NA,NA,NA,NA,NA,NA,NA
"104.104_104041",NA,NA,NA,NA,NA,NA,NA
"104.104_104044",5,0.4,0,0,NA,NA,NA
"104.104_104047",NA,NA,NA,NA,NA,NA,NA
"104.104_104048",NA,NA,NA,NA,NA,NA,NA
"104.104_104049",NA,NA,NA,NA,NA,NA,NA
"104.104_104053",NA,NA,NA,NA,NA,NA,NA
"104.104_104054",5,0.5,0,0,NA,NA,NA
"104.104_104055",NA,NA,NA,NA,NA,NA,NA
"104.104_104058",NA,NA,NA,NA,NA,NA,NA
"104.104_104059",NA,NA,NA,NA,NA,NA,NA
"104.104_104060",NA,NA,NA,NA,NA,NA,NA
"104.104_104063",NA,NA,NA,NA,NA,NA,NA
"104.104_104065",NA,NA,NA,NA,NA,NA,NA
"104.104_104066",6,1,0,0.00190114068441065,NA,NA,NA
"104.104_104068",6,1,0,0.00380228136882129,NA,NA,NA
"104.104_104071",NA,NA,NA,NA,NA,NA,NA
"104.104_104073",NA,NA,NA,NA,NA,NA,NA
"104.104_104077",NA,NA,NA,NA,NA,NA,NA
"104.104_104081",6,0,0,0,NA,NA,NA
"104.104_104082",1,0,0,0,NA,NA,NA
"104.104_104083",NA,NA,NA,NA,NA,NA,NA
"104.104_104088",NA,NA,NA,NA,NA,NA,NA
"104.104_104089",NA,NA,NA,NA,NA,NA,NA
"104.104_104091",7,0.25,0,0.00201612903225806,NA,NA,NA
"104.104_104092",4,0,0,0,NA,NA,NA
"104.104_104093",5,0.5,0.00806451612903225,0,NA,NA,NA
"104.104_104094",NA,NA,NA,NA,NA,NA,NA
"104.104_104095",NA,NA,NA,NA,NA,NA,NA
"104.104_104100",5,0,0,0,NA,NA,NA
"104.104_104103",1,0,0,0,NA,NA,NA
"104.104_104104",NA,NA,NA,NA,NA,NA,NA
"104.104_104107",NA,NA,NA,NA,NA,NA,NA
"104.104_104111",NA,NA,NA,NA,NA,NA,NA
"104.104_104113",NA,NA,NA,NA,NA,NA,NA
"104.104_104114",NA,NA,NA,NA,NA,NA,NA
"104.104_104117",NA,NA,NA,NA,NA,NA,NA
"104.104_104120",NA,NA,NA,NA,NA,NA,NA
"104.104_104123",3,0.5,0,0,NA,NA,NA
"104.104_104125",NA,NA,NA,NA,NA,NA,NA
"104.104_104126",5,0.333333333333333,0,0,NA,NA,NA
"104.104_104127",NA,NA,NA,NA,NA,NA,NA
"104.104_104131",NA,NA,NA,NA,NA,NA,NA
"104.104_104132",5,0,0.00806451612903225,0,NA,NA,NA
"104.104_104133",8,1,0,0,NA,NA,NA
"104.104_104134",5,0,0,0,NA,NA,NA
"104.104_104135",5,0,0.00806451612903225,0,NA,NA,NA
"104.104_104136",6,0.5,0,0.000950570342205323,NA,NA,NA
"104.104_104137",NA,NA,NA,NA,NA,NA,NA
"104.104_104138",NA,NA,NA,NA,NA,NA,NA
"104.104_104139",5,1,0,0,NA,NA,NA
"104.104_104140",8,0,0,0,NA,NA,NA
"104.104_104141",NA,NA,NA,NA,NA,NA,NA
"104.104_104143",NA,NA,NA,NA,NA,NA,NA
"104.104_104144",NA,NA,NA,NA,NA,NA,NA
"104.104_104147",5,0,0,0,NA,NA,NA
"104.104_104148",NA,NA,NA,NA,NA,NA,NA
"104.104_104149",NA,NA,NA,NA,NA,NA,NA
"104.104_104150",NA,NA,NA,NA,NA,NA,NA
"104.104_104152",NA,NA,NA,NA,NA,NA,NA
"104.104_104154",NA,NA,NA,NA,NA,NA,NA
"104.104_104155",NA,NA,NA,NA,NA,NA,NA
"104.104_104157",NA,NA,NA,NA,NA,NA,NA
"104.104_104158",7,0.2,0,0,NA,NA,NA
"104.104_104159",8,1,0,0,NA,NA,NA
"104.104_104161",NA,NA,NA,NA,NA,NA,NA
"104.104_104162",5,0,0,0,NA,NA,NA
"104.104_104163",NA,NA,NA,NA,NA,NA,NA
"104.104_104164",NA,NA,NA,NA,NA,NA,NA
"104.104_104168",5,0.5,0,0,NA,NA,NA
"104.104_104170",NA,NA,NA,NA,NA,NA,NA
"104.104_104172",NA,NA,NA,NA,NA,NA,NA
"104.104_104173",NA,NA,NA,NA,NA,NA,NA
"104.104_104174",NA,NA,NA,NA,NA,NA,NA
"104.104_104176",NA,NA,NA,NA,NA,NA,NA
"104.104_104177",NA,NA,NA,NA,NA,NA,NA
"104.104_104178",NA,NA,NA,NA,NA,NA,NA
"104.104_104180",NA,NA,NA,NA,NA,NA,NA
"104.104_104181",NA,NA,NA,NA,NA,NA,NA
"104.104_104182",NA,NA,NA,NA,NA,NA,NA
"104.104_104183",NA,NA,NA,NA,NA,NA,NA
"104.104_104184",NA,NA,NA,NA,NA,NA,NA
"104.104_104186",NA,NA,NA,NA,NA,NA,NA
"104.104_104187",NA,NA,NA,NA,NA,NA,NA
"104.104_104190",NA,NA,NA,NA,NA,NA,NA
"104.104_104191",NA,NA,NA,NA,NA,NA,NA
"104.104_104192",NA,NA,NA,NA,NA,NA,NA
"104.104_104195",NA,NA,NA,NA,NA,NA,NA
"104.104_104196",NA,NA,NA,NA,NA,NA,NA
"104.104_104198",NA,NA,NA,NA,NA,NA,NA
"104.104_104201",NA,NA,NA,NA,NA,NA,NA
"104.104_104202",NA,NA,NA,NA,NA,NA,NA
"104.104_104204",NA,NA,NA,NA,NA,NA,NA
"104.104_104205",5,0,0.00806451612903225,0,NA,NA,NA
"104.104_104206",NA,NA,NA,NA,NA,NA,NA
"104.104_104208",NA,NA,NA,NA,NA,NA,NA
"104.104_104209",NA,NA,NA,NA,NA,NA,NA
"104.104_104210",NA,NA,NA,NA,NA,NA,NA
"104.104_104213",6,0.25,0,0,NA,NA,NA
"104.104_104214",6,0,0,0,NA,NA,NA
"104.104_104215",NA,NA,NA,NA,NA,NA,NA
"104.104_104217",4,0,0.00253485424588086,0,NA,NA,NA
"104.104_104219",NA,NA,NA,NA,NA,NA,NA
"104.104_104220",NA,NA,NA,NA,NA,NA,NA
"104.104_104221",NA,NA,NA,NA,NA,NA,NA
"104.104_104222",NA,NA,NA,NA,NA,NA,NA
"104.104_104223",NA,NA,NA,NA,NA,NA,NA
"104.104_104224",NA,NA,NA,NA,NA,NA,NA
"104.104_104227",1,0,0,0,NA,NA,NA
"104.104_104229",NA,NA,NA,NA,NA,NA,NA
"104.104_104231",NA,NA,NA,NA,NA,NA,NA
"104.104_104232",NA,NA,NA,NA,NA,NA,NA
"104.104_104237",5,0.333333333333333,0,0,NA,NA,NA
"104.104_104239",NA,NA,NA,NA,NA,NA,NA
"104.104_104240",NA,NA,NA,NA,NA,NA,NA
"104.104_104242",4,0,0,0,NA,NA,NA
"104.104_104243",3,0,0,0,NA,NA,NA
"104.104_104245",NA,NA,NA,NA,NA,NA,NA
"104.104_104248",NA,NA,NA,NA,NA,NA,NA
"104.104_104249",NA,NA,NA,NA,NA,NA,NA
"104.104_104252",NA,NA,NA,NA,NA,NA,NA
"104.104_104254",1,0,0,0,NA,NA,NA
"104.104_104255",NA,NA,NA,NA,NA,NA,NA
"104.104_104256",NA,NA,NA,NA,NA,NA,NA
"104.104_104259",NA,NA,NA,NA,NA,NA,NA
"104.104_104260",NA,NA,NA,NA,NA,NA,NA
"104.104_104262",NA,NA,NA,NA,NA,NA,NA
"104.104_104265",4,0,0.00380228136882129,0,NA,NA,NA
"104.104_104266",NA,NA,NA,NA,NA,NA,NA
"104.104_104267",NA,NA,NA,NA,NA,NA,NA
"104.104_104269",NA,NA,NA,NA,NA,NA,NA
"104.104_104273",NA,NA,NA,NA,NA,NA,NA
"104.104_104275",NA,NA,NA,NA,NA,NA,NA
"104.104_104278",NA,NA,NA,NA,NA,NA,NA
"104.104_104279",NA,NA,NA,NA,NA,NA,NA
"104.104_104281",NA,NA,NA,NA,NA,NA,NA
"104.104_104284",NA,NA,NA,NA,NA,NA,NA
"104.104_104286",NA,NA,NA,NA,NA,NA,NA
"104.104_104288",6,0.5,0.0153846153846154,0,NA,NA,NA
"104.104_104289",NA,NA,NA,NA,NA,NA,NA
"104.104_104290",NA,NA,NA,NA,NA,NA,NA
"104.104_104291",NA,NA,NA,NA,NA,NA,NA
"104.104_104296",NA,NA,NA,NA,NA,NA,NA
"104.104_104298",NA,NA,NA,NA,NA,NA,NA
"104.104_104299",7,0,0,0,NA,NA,NA
"104.104_104300",NA,NA,NA,NA,NA,NA,NA
"104.104_104302",NA,NA,NA,NA,NA,NA,NA
"104.104_104303",NA,NA,NA,NA,NA,NA,NA
"104.104_104304",NA,NA,NA,NA,NA,NA,NA
"104.104_104308",NA,NA,NA,NA,NA,NA,NA
"104.104_104309",NA,NA,NA,NA,NA,NA,NA
"104.104_104311",6,0.5,0,0,NA,NA,NA
"104.104_104313",NA,NA,NA,NA,NA,NA,NA
"104.104_104315",NA,NA,NA,NA,NA,NA,NA
"104.104_104318",NA,NA,NA,NA,NA,NA,NA
"104.104_104321",NA,NA,NA,NA,NA,NA,NA
"104.104_104323",5,0,0,0,NA,NA,NA
"104.104_104324",NA,NA,NA,NA,NA,NA,NA
"104.104_104326",NA,NA,NA,NA,NA,NA,NA
"104.104_104328",NA,NA,NA,NA,NA,NA,NA
"104.104_104330",NA,NA,NA,NA,NA,NA,NA
"104.104_104331",6,0,0,0,NA,NA,NA
"104.104_104332",NA,NA,NA,NA,NA,NA,NA
"104.104_104334",5,0.25,0,0,NA,NA,NA
"104.104_104335",NA,NA,NA,NA,NA,NA,NA
"104.104_104336",NA,NA,NA,NA,NA,NA,NA
"104.104_104338",NA,NA,NA,NA,NA,NA,NA
"104.104_104339",1,0,0,0,NA,NA,NA
"104.104_104341",NA,NA,NA,NA,NA,NA,NA
"104.104_104342",NA,NA,NA,NA,NA,NA,NA
"104.104_104344",4,0,0,0,NA,NA,NA
"104.104_104348",NA,NA,NA,NA,NA,NA,NA
"104.104_104349",8,0,0,0,NA,NA,NA
"104.104_104350",NA,NA,NA,NA,NA,NA,NA
"104.104_104352",NA,NA,NA,NA,NA,NA,NA
"104.104_104353",NA,NA,NA,NA,NA,NA,NA
"104.104_104354",NA,NA,NA,NA,NA,NA,NA
"104.104_104355",NA,NA,NA,NA,NA,NA,NA
"104.104_104357",NA,NA,NA,NA,NA,NA,NA
"104.104_104358",NA,NA,NA,NA,NA,NA,NA
"104.104_104360",NA,NA,NA,NA,NA,NA,NA
"104.104_104361",NA,NA,NA,NA,NA,NA,NA
"104.104_104362",NA,NA,NA,NA,NA,NA,NA
"104.104_104363",6,0,0,0,NA,NA,NA
"104.104_104364",6,0,0,0,NA,NA,NA
"104.104_104365",NA,NA,NA,NA,NA,NA,NA
"104.104_104366",8,0.2,0,0,NA,NA,NA
"104.104_104367",NA,NA,NA,NA,NA,NA,NA
"104.104_104369",NA,NA,NA,NA,NA,NA,NA
"104.104_104370",NA,NA,NA,NA,NA,NA,NA
"104.104_104372",NA,NA,NA,NA,NA,NA,NA
"104.104_104373",NA,NA,NA,NA,NA,NA,NA
"104.104_104374",NA,NA,NA,NA,NA,NA,NA
"104.104_104375",NA,NA,NA,NA,NA,NA,NA
"104.104_104379",3,0,0,0,NA,NA,NA
"104.104_104381",8,0.333333333333333,0,0,NA,NA,NA
"104.104_104382",NA,NA,NA,NA,NA,NA,NA
"104.104_104384",NA,NA,NA,NA,NA,NA,NA
"104.104_104387",NA,NA,NA,NA,NA,NA,NA
"104.104_104389",NA,NA,NA,NA,NA,NA,NA
"104.104_104390",NA,NA,NA,NA,NA,NA,NA
"104.104_104391",NA,NA,NA,NA,NA,NA,NA
"104.104_104392",NA,NA,NA,NA,NA,NA,NA
"104.104_104393",5,0.5,0,0,NA,NA,NA
"104.104_104394",6,0.142857142857143,0.00769230769230769,0.000760456273764258,NA,NA,NA
"104.104_104395",NA,NA,NA,NA,NA,NA,NA
"104.104_104396",3,0,0,0,NA,NA,NA
"104.104_104398",NA,NA,NA,NA,NA,NA,NA
"104.104_104399",NA,NA,NA,NA,NA,NA,NA
"104.104_104401",2,0.2,0,0.00476190476190476,NA,NA,NA
"104.104_104402",5,0.5,0,0.0045045045045045,NA,NA,NA
"104.104_104403",NA,NA,NA,NA,NA,NA,NA
"104.104_104405",NA,NA,NA,NA,NA,NA,NA
"104.104_104406",6,0.25,0,0.000950570342205323,NA,NA,NA
"104.104_104408",5,0,0,0,NA,NA,NA
"104.104_104409",4,0,0,0,NA,NA,NA
"104.104_104410",NA,NA,NA,NA,NA,NA,NA
"104.104_104411",5,0.333333333333333,0,0,NA,NA,NA
"104.104_104412",NA,NA,NA,NA,NA,NA,NA
"104.104_104413",NA,NA,NA,NA,NA,NA,NA
